Date,Level_ft
1958-04-23,683.1363333333333
1958-04-24,683.054
1958-04-25,682.9716666666666
1958-04-26,682.8893333333333
1958-04-27,682.8069999999999
1958-04-28,682.7246666666666
1958-04-29,682.6423333333332
1958-04-30,682.56
1958-05-01,682.4803225806451
1958-05-02,682.4006451612903
1958-05-03,682.3209677419354
1958-05-04,682.2412903225807
1958-05-05,682.1616129032258
1958-05-06,682.0819354838709
1958-05-07,682.0022580645161
1958-05-08,681.9225806451612
1958-05-09,681.8429032258064
1958-05-10,681.7632258064516
1958-05-11,681.6835483870967
1958-05-12,681.603870967742
1958-05-13,681.5241935483871
1958-05-14,681.4445161290322
1958-05-15,681.3648387096774
1958-05-16,681.2851612903225
1958-05-17,681.2054838709678
1958-05-18,681.1258064516129
1958-05-19,681.046129032258
1958-05-20,680.9664516129033
1958-05-21,680.8867741935484
1958-05-22,680.8070967741936
1958-05-23,680.7274193548387
1958-05-24,680.6477419354839
1958-05-25,680.5680645161291
1958-05-26,680.4883870967742
1958-05-27,680.4087096774193
1958-05-28,680.3290322580646
1958-05-29,680.2493548387097
1958-05-30,680.1696774193549
1958-05-31,680.09
1958-06-01,680.0076666666668
1958-06-02,679.9253333333334
1958-06-03,679.8430000000001
1958-06-04,679.7606666666667
1958-06-05,679.6783333333334
1958-06-06,679.596
1958-06-07,679.5136666666667
1958-06-08,679.4313333333333
1958-06-09,679.349
1958-06-10,679.2666666666667
1958-06-11,679.1843333333334
1958-06-12,679.102
1958-06-13,679.0196666666667
1958-06-14,678.9373333333333
1958-06-15,678.855
1958-06-16,678.7726666666667
1958-06-17,678.6903333333333
1958-06-18,678.6080000000001
1958-06-19,678.5256666666667
1958-06-20,678.4433333333334
1958-06-21,678.361
1958-06-22,678.2786666666667
1958-06-23,678.1963333333333
1958-06-24,678.114
1958-06-25,678.0316666666666
1958-06-26,677.9493333333334
1958-06-27,677.867
1958-06-28,677.7846666666667
1958-06-29,677.7023333333333
1958-06-30,677.62
1958-07-01,677.5403225806451
1958-07-02,677.4606451612904
1958-07-03,677.3809677419355
1958-07-04,677.3012903225806
1958-07-05,677.2216129032258
1958-07-06,677.141935483871
1958-07-07,677.0622580645161
1958-07-08,676.9825806451613
1958-07-09,676.9029032258064
1958-07-10,676.8232258064517
1958-07-11,676.7435483870968
1958-07-12,676.6638709677419
1958-07-13,676.5841935483871
1958-07-14,676.5045161290323
1958-07-15,676.4248387096774
1958-07-16,676.3451612903226
1958-07-17,676.2654838709677
1958-07-18,676.1858064516128
1958-07-19,676.1061290322581
1958-07-20,676.0264516129032
1958-07-21,675.9467741935483
1958-07-22,675.8670967741936
1958-07-23,675.7874193548387
1958-07-24,675.7077419354839
1958-07-25,675.628064516129
1958-07-26,675.5483870967741
1958-07-27,675.4687096774194
1958-07-28,675.3890322580645
1958-07-29,675.3093548387096
1958-07-30,675.2296774193549
1958-07-31,675.15
1958-08-01,675.0703225806451
1958-08-02,674.9906451612903
1958-08-03,674.9109677419355
1958-08-04,674.8312903225806
1958-08-05,674.7516129032258
1958-08-06,674.6719354838709
1958-08-07,674.592258064516
1958-08-08,674.5125806451613
1958-08-09,674.4329032258064
1958-08-10,674.3532258064516
1958-08-11,674.2735483870968
1958-08-12,674.1938709677419
1958-08-13,674.1141935483871
1958-08-14,674.0345161290322
1958-08-15,673.9548387096773
1958-08-16,673.8751612903226
1958-08-17,673.7954838709677
1958-08-18,673.7158064516128
1958-08-19,673.636129032258
1958-08-20,673.5564516129032
1958-08-21,673.4767741935483
1958-08-22,673.3970967741935
1958-08-23,673.3174193548386
1958-08-24,673.2377419354839
1958-08-25,673.158064516129
1958-08-26,673.0783870967741
1958-08-27,672.9987096774194
1958-08-28,672.9190322580645
1958-08-29,672.8393548387096
1958-08-30,672.7596774193548
1958-08-31,672.68
1958-09-01,672.5816666666666
1958-09-02,672.4833333333332
1958-09-03,672.385
1958-09-04,672.2866666666666
1958-09-05,672.1883333333333
1958-09-06,672.0899999999999
1958-09-07,671.9916666666667
1958-09-08,671.8933333333333
1958-09-09,671.795
1958-09-10,671.6966666666666
1958-09-11,671.5983333333334
1958-09-12,671.5
1958-09-13,671.4016666666666
1958-09-14,671.3033333333333
1958-09-15,671.2049999999999
1958-09-16,671.1066666666667
1958-09-17,671.0083333333333
1958-09-18,670.91
1958-09-19,670.8116666666666
1958-09-20,670.7133333333334
1958-09-21,670.615
1958-09-22,670.5166666666667
1958-09-23,670.4183333333333
1958-09-24,670.32
1958-09-25,670.2216666666667
1958-09-26,670.1233333333333
1958-09-27,670.025
1958-09-28,669.9266666666667
1958-09-29,669.8283333333334
1958-09-30,669.73
1958-10-01,669.7596774193548
1958-10-02,669.7893548387096
1958-10-03,669.8190322580646
1958-10-04,669.8487096774194
1958-10-05,669.8783870967742
1958-10-06,669.908064516129
1958-10-07,669.9377419354839
1958-10-08,669.9674193548387
1958-10-09,669.9970967741936
1958-10-10,670.0267741935484
1958-10-11,670.0564516129032
1958-10-12,670.0861290322581
1958-10-13,670.1158064516129
1958-10-14,670.1454838709677
1958-10-15,670.1751612903225
1958-10-16,670.2048387096775
1958-10-17,670.2345161290323
1958-10-18,670.2641935483871
1958-10-19,670.2938709677419
1958-10-20,670.3235483870968
1958-10-21,670.3532258064516
1958-10-22,670.3829032258064
1958-10-23,670.4125806451613
1958-10-24,670.4422580645161
1958-10-25,670.471935483871
1958-10-26,670.5016129032258
1958-10-27,670.5312903225806
1958-10-28,670.5609677419354
1958-10-29,670.5906451612904
1958-10-30,670.6203225806452
1958-10-31,670.65
1958-11-01,670.7213333333333
1958-11-02,670.7926666666666
1958-11-03,670.864
