Date,Level_ft
1966-09-30,672.51
1966-10-31,677.55
1966-11-30,676.72
1966-12-31,675.89
1967-01-31,676.18
1967-02-28,678.1
1967-03-31,676.405
1967-04-30,674.71
1967-05-31,669.89
1967-06-30,664.88
1967-07-31,661.49
1967-08-31,658.75
1967-09-30,657.15
1967-10-31,660.51
1967-11-30,663.03
1967-12-31,664.71
1968-01-31,674.51
1968-02-29,689.39
1968-03-31,685.73
1968-04-30,687.01
1968-05-31,688.75
1968-06-30,687.9
1968-07-31,680.8
1968-08-31,677.65
1968-09-30,676.3066667
1968-10-31,674.9633332999998
1968-11-30,673.62
1968-12-31,674.67
1969-01-31,675.72
1969-02-28,676.72
1969-03-31,677.61
1969-04-30,679.33
1969-05-31,681.05
1969-06-30,678.22
1969-07-31,676.48
1969-08-31,674.78
1969-09-30,673.58
1969-10-31,678.59
1969-11-30,678.94
1969-12-31,679.29
1970-01-31,679.43
1970-02-28,683.44
1970-03-31,687.45
1970-04-30,684.77
1970-05-31,682.09
1970-06-30,685.53
1970-07-31,680.3
1970-08-31,675.6
1970-09-30,674.55
1970-10-31,677.54
1970-11-30,677.76
1970-12-31,677.535
1971-01-31,677.31
1971-02-28,676.855
1971-03-31,676.4
1971-04-30,672.01
1971-05-31,665.35
1971-06-30,657.28
1971-07-31,655.59
1971-08-31,660.54
1971-09-30,663.66
1971-10-31,675.23
1971-11-30,680.93
1971-12-31,679.8666667
1972-01-31,678.8033333
1972-02-29,677.74
1972-03-31,677.45
1972-04-30,674.73
1972-05-31,675.13
1972-06-30,676.98
1972-07-31,675.74
1972-08-31,673.36
1972-09-30,670.54
1972-10-31,670.77
1972-11-30,673.19
1972-12-31,674.84
1973-01-31,677.38
1973-02-28,678.6166667
1973-03-31,679.8533332999998
1973-04-30,681.09
1973-05-31,680.06
1973-06-30,679.03
1973-07-31,680.59
1973-08-31,680.68
1973-09-30,679.3
1973-10-31,685.55
1973-11-30,690.46
1973-12-31,688.32
1974-01-31,683.77
1974-02-28,682.39
1974-03-31,681.94
1974-04-30,679.15
1974-05-31,678.085
1974-06-30,677.02
1974-07-31,671.12
1974-08-31,668.37
1974-09-30,683.92
1974-10-31,683.42
1974-11-30,686.95
1974-12-31,682.46
1975-01-31,682.48
1975-02-28,686.66
1975-03-31,681.75
1975-04-30,683.23
1975-05-31,684.71
1975-06-30,687.5
1975-07-31,681.79
1975-08-31,678.88
1975-09-30,675.93
1975-10-31,675.1
1975-11-30,675.85
1975-12-31,675.92
1976-01-31,676.22
1976-02-29,676.96
1976-03-31,677.37
1976-04-30,677.01
1976-05-31,677.985
1976-06-30,678.96
1976-07-31,682.23
1976-08-31,679.58
1976-09-30,676.39
1976-10-31,674.52
1976-11-30,679.27
1976-12-31,680.22
1977-01-31,680.21
1977-02-28,680.2
1977-03-31,680.18
1977-04-30,685.88
1977-05-31,689.58
1977-06-30,682.11
1977-07-31,677.25
1977-08-31,672.64
1977-09-30,668.705
1977-10-31,664.77
1977-11-30,665.51
1977-12-31,664.5
1978-01-31,664.24
1978-02-28,664.96
1978-03-31,665.73
1978-04-30,662.14
1978-05-31,655.82
1978-06-30,650.75
1978-07-31,646.52
1978-08-31,660.79
1978-09-30,660.44
1978-10-31,659.04
1978-11-30,660.52
1978-12-31,661.87
1979-01-31,664.95
1979-02-28,669.81
1979-03-31,673.88
1979-04-30,677.06
1979-05-31,680.24
1979-06-30,679.12
1979-07-31,678.0
1979-08-31,677.32
1979-09-30,673.97
1979-10-31,671.84
1979-11-30,671.8
1979-12-31,672.24
1980-01-31,673.085
1980-02-29,673.93
1980-03-31,673.43
1980-04-30,672.98
1980-05-31,674.39
1980-06-30,674.4
1980-07-31,669.59
1980-08-31,664.36
1980-09-30,668.24
1980-10-31,678.09
1980-11-30,679.25
1980-12-31,680.41
1981-01-31,680.36
1981-02-28,680.31
1981-03-31,680.385
1981-04-30,680.46
1981-05-31,679.44
1981-06-30,684.29
1981-07-31,681.39
1981-08-31,677.59
1981-09-30,673.83
1981-10-31,678.06
1981-11-30,678.89
1981-12-31,679.72
1982-01-31,680.55
1982-02-28,679.86
1982-03-31,679.53
1982-04-30,678.91
1982-05-31,678.29
1982-06-30,678.95
1982-07-31,679.61
1982-08-31,675.21
1982-09-30,668.49
1982-10-31,665.06
1982-11-30,665.23
1982-12-31,665.85
1983-01-31,666.52
1983-02-28,668.19
1983-03-31,671.23
1983-04-30,672.945
1983-05-31,674.66
1983-06-30,677.82
1983-07-31,674.99
1983-08-31,672.235
1983-09-30,669.48
1983-10-31,668.6566667000002
1983-11-30,667.8333332999998
1983-12-31,667.01
1984-01-31,667.75
1984-02-29,668.01
1984-03-31,667.49
1984-04-30,663.97
1984-05-31,656.93
1984-06-30,651.36
1984-07-31,646.54
1984-08-31,643.1
1984-09-30,639.41
1984-10-31,640.39
1984-11-30,650.02
1984-12-31,651.86
1985-01-31,669.47
1985-02-28,673.98
1985-03-31,679.84
1985-04-30,680.06
1985-05-31,678.11
1985-06-30,675.35
1985-07-31,670.8
1985-08-31,666.41
1985-09-30,662.37
1985-10-31,664.84
1985-11-30,672.84
1985-12-31,676.51
1986-01-31,677.77
1986-02-28,680.94
1986-03-31,680.97
1986-04-30,678.94
1986-05-31,677.04
1986-06-30,681.2
1986-07-31,678.16
1986-08-31,673.81
1986-09-30,674.94
1986-10-31,681.22
1986-11-30,682.19
1986-12-31,681.93
1987-01-31,684.28
1987-02-28,683.67
1987-03-31,683.06
1987-04-30,680.66
1987-05-31,680.13
1987-06-30,687.93
1987-07-31,683.22
1987-08-31,679.4
1987-09-30,676.85
1987-10-31,673.12
1987-11-30,671.87
1987-12-31,674.21
1988-01-31,676.89
1988-02-29,678.48
1988-03-31,676.82
1988-04-30,675.09
1988-05-31,672.0
1988-06-30,670.85
1988-07-31,670.5
1988-08-31,670.06
1988-09-30,668.61
1988-10-31,668.75
1988-11-30,668.89
1988-12-31,668.29
1989-01-31,667.99
1989-02-28,669.22
1989-03-31,670.26
1989-04-30,668.96
1989-05-31,668.385
1989-06-30,667.81
1989-07-31,667.96
1989-08-31,661.63
1989-09-30,659.93
1989-10-31,656.05
1989-11-30,655.28
1989-12-31,655.24
1990-01-31,655.37
1990-02-28,655.79
1990-03-31,658.16
1990-04-30,658.48
1990-05-31,678.42
1990-06-30,677.43
1990-07-31,672.09
1990-08-31,673.7
1990-09-30,672.61
1990-10-31,675.12
1990-11-30,675.4
1990-12-31,675.99
1991-01-31,677.89
1991-02-28,680.83
1991-03-31,680.765
1991-04-30,680.7
1991-05-31,679.81
1991-06-30,678.92
1991-07-31,678.03
1991-08-31,673.48
1991-09-30,671.35
1991-10-31,671.98
1991-11-30,675.0
1991-12-31,686.4
1992-01-31,690.56
1992-02-29,693.21
1992-03-31,684.06
1992-04-30,682.13
1992-05-31,681.5
1992-06-30,683.24
1992-07-31,681.36
1992-08-31,678.49
1992-09-30,676.38
1992-10-31,675.77
1992-11-30,677.72
1992-12-31,680.09
1993-01-31,679.24
1993-02-28,680.88
1993-03-31,680.395
1993-04-30,679.91
1993-05-31,679.99
1993-06-30,679.16
1993-07-31,677.92
1993-08-31,672.77
1993-09-30,669.15
1993-10-31,667.79
1993-11-30,667.54
1993-12-31,667.29
1994-01-31,667.6
1994-02-28,669.04
1994-03-31,670.4
1994-04-30,669.21
1994-05-31,671.41
1994-06-30,677.73
1994-07-31,672.31
1994-08-31,669.63
1994-09-30,668.26
1994-10-31,666.29
1994-11-30,668.27
1994-12-31,669.55
1995-01-31,673.44
1995-02-28,674.745
1995-03-31,676.05
1995-04-30,677.91
1995-05-31,679.77
1995-06-30,681.37
1995-07-31,680.32
1995-08-31,677.15
1995-09-30,674.04
1995-10-31,671.95
1995-11-30,672.6
1995-12-31,671.79
1996-01-31,671.43
1996-02-29,671.72
1996-03-31,670.81
1996-04-30,667.66
1996-05-31,662.03
1996-06-30,658.51
1996-07-31,655.55
1996-08-31,652.77
1996-09-30,656.54
1996-10-31,657.66
1996-11-30,670.21
1996-12-31,673.05
1997-01-31,676.63
1997-02-28,680.96
1997-03-31,683.0
1997-04-30,683.11
1997-05-31,682.94
1997-06-30,688.73
1997-07-31,685.67
1997-08-31,679.49
1997-09-30,677.09
1997-10-31,675.76
1997-11-30,676.59
1997-12-31,677.51
1998-01-31,679.29
1998-02-28,681.07
1998-03-31,683.32
1998-04-30,681.53
1998-05-31,678.08
1998-06-30,670.89
1998-07-31,665.44
1998-08-31,663.61
1998-09-30,665.28
1998-10-31,668.77
1998-11-30,678.39
1998-12-31,681.41
1999-01-31,682.02
1999-02-28,681.88
1999-03-31,681.81
1999-04-30,680.04
1999-05-31,678.27
1999-06-30,676.21
1999-07-31,673.2
1999-08-31,672.41
1999-09-30,670.0
1999-10-31,666.4
1999-11-30,665.05
1999-12-31,664.28
2000-01-31,663.88
2000-02-29,664.03
2000-03-31,663.81
2000-04-30,662.21
2000-05-31,658.62
2000-06-30,653.55
2000-07-31,647.49
2000-08-31,645.04
2000-09-30,642.59
2000-10-31,642.29
2000-11-30,675.06
2000-12-31,678.67
2001-01-31,682.28
2001-02-28,681.9133333
2001-03-31,681.5466667000002
2001-04-30,681.18
2001-05-31,681.23
2001-06-30,678.89
2001-07-31,674.72
2001-08-31,671.18
2001-09-30,670.51
2001-10-31,669.84
2001-11-30,676.86
2001-12-31,681.95
2002-01-31,681.84
2002-02-28,681.42
2002-03-31,680.62
2002-04-30,678.87
2002-05-31,673.39
2002-06-30,667.63
2002-07-31,685.37
2002-08-31,680.37
2002-09-30,677.79
2002-10-31,676.02
2002-11-30,678.53
2002-12-31,680.4
2003-01-31,681.76
2003-02-28,681.98
2003-03-31,681.13
2003-04-30,680.63
2003-05-31,678.76
2003-06-30,677.27
2003-07-31,675.34
2003-08-31,671.25
2003-09-30,669.02
2003-10-31,669.4
2003-11-30,669.32
2003-12-31,668.32
2004-01-31,669.18
2004-02-29,670.45
2004-03-31,671.24
2004-04-30,677.34
2004-05-31,680.42
2004-06-30,681.08
2004-07-31,680.73
2004-08-31,679.64
2004-09-30,679.7
2004-10-31,677.78
2004-11-30,685.29
2004-12-31,682.79
2005-01-31,681.65
2005-02-28,681.63
2005-03-31,682.75
2005-04-30,680.98
2005-05-31,680.25
2005-06-30,679.23
2005-07-31,673.38
2005-08-31,672.58
2005-09-30,671.52
2005-10-31,667.39
2005-11-30,665.37
2005-12-31,664.25
2006-01-31,663.92
2006-02-28,663.58
2006-03-31,663.67
2006-04-30,662.49
2006-05-31,664.23
2006-06-30,659.97
2006-07-31,655.86
2006-08-31,651.12
2006-09-30,646.83
2006-10-31,645.01
2006-11-30,644.58
2006-12-31,643.86
2007-01-31,645.75
2007-02-28,647.22
2007-03-31,651.81
2007-04-30,668.63
2007-05-31,674.18
2007-06-30,683.29
2007-07-31,689.89
2007-08-31,683.47
2007-09-30,681.86
2007-10-31,680.54
2007-11-30,680.23
2007-12-31,680.48
2008-01-31,682.3
2008-02-29,682.01
2008-03-31,680.85
2008-04-30,678.93
2008-05-31,677.81
2008-06-30,672.29
2008-07-31,665.99
2008-08-31,662.28
2008-09-30,659.53
2008-10-31,657.5219559999998
2008-11-30,656.80277
2008-12-31,656.118267
2009-01-31,655.3568690000002
2009-02-28,654.4215929999998
2009-03-31,654.080279
2009-04-30,653.2737070000002
2009-05-31,653.278546
2009-06-30,647.766595
2009-07-31,639.87
2009-08-31,634.3403030000002
2009-09-30,630.572764
2009-10-31,635.22
2009-11-30,649.117796
2009-12-31,654.331036
2010-01-31,657.235768
2010-02-28,672.4316200000002
2010-03-31,679.501506
2010-04-30,681.3443589999998
2010-05-31,680.202416
2010-06-30,677.0532360000002
2010-07-31,673.64
2010-08-31,669.76
2010-09-30,670.378592
2010-10-31,670.11
2010-11-30,668.72097
2010-12-31,667.33
2011-01-31,667.58
2011-02-28,666.71
2011-03-31,664.99
2011-04-30,660.811226
2011-05-31,653.412766
2011-06-30,648.197502
2011-07-31,643.3876280000002
2011-08-31,636.9246099999998
2011-09-30,631.5833259999997
2011-10-31,628.192274
2011-11-30,626.5159269999998
2011-12-31,626.596814
2012-01-31,626.39806
2012-02-29,628.3154480000002
2012-03-31,634.6519599999998
2012-04-30,639.9384230000003
2012-05-31,641.262672
2012-06-30,641.689322
2012-07-31,639.8491889999998
2012-08-31,637.357924
2012-09-30,634.885763
2012-10-31,634.3408049999998
2012-11-30,632.918154
2012-12-31,631.581549
